keep,rand,default,loan_amount,emp_length,home_ownership,income,loan_purpose,debt_to_income,credit_score,recent_inquiry,delinquent,credit_accounts,bad_public_record,credit_utilization,past_bankrupt
0,0.861494527,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.728026571,0,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.222587335,0,HIGH,< 2 years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
1,0.94101259,1,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
1,0.290845783,1,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,other,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.280200866,0,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.951102129,0,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
0,0.587228972,0,MEDIUM,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.295131889,0,LOW,< 2 years,RENT,LOW,debt_consolidation,LOW,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
0,0.528194624,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.473382368,0,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.007454007,0,HIGH,6 - 9 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.447008779,0,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.265072078,1,HIGH,< 2 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.827066686,0,MEDIUM,unemployed,MORTGAGE,LOW,credit_card,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
0,0.533101063,0,LOW,10+ years,OWN,LOW,other,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.962626928,1,HIGH,2 - 5 years,RENT,MEDIUM,small_business,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.355310807,0,MEDIUM,6 - 9 years,RENT,LOW,credit_card,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.873242327,0,HIGH,< 2 years,MORTGAGE,HIGH,credit_card,LOW,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
1,0.687089473,1,HIGH,10+ years,RENT,MEDIUM,small_business,LOW,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,LOW,NO
0,0.985825957,0,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,YES,MEDIUM,YES
0,0.950633515,0,LOW,2 - 5 years,OWN,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,LOW,NO
1,0.696052303,1,MEDIUM,6 - 9 years,MORTGAGE,LOW,debt_consolidation,AVERAGE,LOW,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.949433787,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
1,0.155630958,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,YES,NEVER,MANY,NO,LOW,NO
0,0.720296261,0,MEDIUM,2 - 5 years,RENT,MEDIUM,wedding,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.213042921,0,LOW,< 2 years,RENT,LOW,other,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.921054143,0,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
1,0.900552934,1,HIGH,2 - 5 years,RENT,MEDIUM,small_business,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
1,0.092987551,0,LOW,2 - 5 years,MORTGAGE,LOW,debt_consolidation,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.503194647,0,HIGH,6 - 9 years,MORTGAGE,HIGH,home_improvement,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.774797561,0,HIGH,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.515323993,0,HIGH,2 - 5 years,MORTGAGE,MEDIUM,small_business,LOW,HIGH,NO,NEVER,MANY,NO,LOW,NO
1,0.750003935,1,HIGH,10+ years,MORTGAGE,HIGH,credit_card,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.667583888,0,MEDIUM,6 - 9 years,OWN,LOW,other,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
1,0.966377055,1,HIGH,10+ years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.339029188,0,MEDIUM,2 - 5 years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.754929633,0,MEDIUM,10+ years,MORTGAGE,HIGH,car,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.547889848,0,MEDIUM,2 - 5 years,RENT,HIGH,credit_card,LOW,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
1,0.129996251,1,HIGH,2 - 5 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.502806578,0,HIGH,< 2 years,MORTGAGE,HIGH,credit_card,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
1,0.018948585,0,MEDIUM,10+ years,MORTGAGE,HIGH,home_improvement,LOW,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,HIGH,NO
1,0.446252364,1,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.637882121,0,HIGH,6 - 9 years,OWN,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.923926313,1,HIGH,unemployed,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
1,0.060299135,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.323768431,0,MEDIUM,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.407816671,0,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.506833806,0,LOW,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.412124742,0,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,LOW,NO
1,0.55692248,1,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
0,0.526645166,0,HIGH,10+ years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.805954723,0,HIGH,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.312882552,0,MEDIUM,2 - 5 years,RENT,LOW,other,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
1,0.589545179,1,HIGH,2 - 5 years,MORTGAGE,HIGH,other,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,HIGH,NO
0,0.34632165,0,HIGH,< 2 years,MORTGAGE,HIGH,home_improvement,LOW,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
0,0.959586868,0,MEDIUM,< 2 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.380292718,0,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.515422629,0,HIGH,6 - 9 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
1,0.092710988,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
1,0.080303037,0,MEDIUM,10+ years,OWN,LOW,credit_card,HIGH,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.926221612,0,HIGH,< 2 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,HIGH,NO
0,0.76169088,0,LOW,unemployed,RENT,MEDIUM,wedding,HIGH,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
0,0.170927117,0,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
0,0.796749119,0,MEDIUM,10+ years,MORTGAGE,HIGH,car,LOW,HIGH,NO,NEVER,MANY,NO,LOW,NO
1,0.087573397,0,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
0,0.298399164,0,HIGH,2 - 5 years,MORTGAGE,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.669111883,0,HIGH,< 2 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
1,0.003785253,0,HIGH,10+ years,OWN,HIGH,debt_consolidation,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.108668836,0,LOW,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.245815056,0,MEDIUM,6 - 9 years,OWN,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.669278616,0,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,HIGH,YES,NEVER,MANY,NO,LOW,NO
0,0.77063492,0,MEDIUM,< 2 years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
0,0.349645457,0,MEDIUM,6 - 9 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.173394314,0,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.525799199,0,HIGH,10+ years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.681460969,0,HIGH,10+ years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.931338096,0,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.513395049,0,LOW,2 - 5 years,MORTGAGE,LOW,credit_card,HIGH,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.395470434,0,MEDIUM,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,LOW,LOW,NO,MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
0,0.24434427,0,HIGH,< 2 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.988156364,0,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.409711632,0,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.71303256,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1,0.069578039,0,MEDIUM,< 2 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.513920261,0,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,HIGH,NO,NEVER,FEW,NO,HIGH,NO
0,0.5699674,0,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.271249024,0,MEDIUM,6 - 9 years,MORTGAGE,LOW,other,HIGH,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
0,0.338120813,0,MEDIUM,6 - 9 years,OWN,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
0,0.718728988,0,MEDIUM,6 - 9 years,MORTGAGE,HIGH,small_business,LOW,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.168951256,0,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
1,0.714192219,1,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1,0.028181654,0,HIGH,2 - 5 years,MORTGAGE,MEDIUM,major_purchase,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
0,0.55099261,0,HIGH,6 - 9 years,MORTGAGE,HIGH,small_business,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
1,0.024523047,0,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.288132367,1,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,HIGH,NO
0,0.518814474,0,HIGH,unemployed,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1,0.075661652,0,LOW,< 2 years,RENT,LOW,moving,LOW,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
0,0.232459278,0,LOW,< 2 years,OWN,LOW,wedding,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.623549075,0,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
0,0.561587552,0,HIGH,6 - 9 years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.033124415,0,MEDIUM,6 - 9 years,OWN,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.674631538,0,MEDIUM,2 - 5 years,MORTGAGE,HIGH,car,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.199187382,0,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,LOW,LOW,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
0,0.763173083,0,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,HIGH,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.955782499,0,LOW,2 - 5 years,MORTGAGE,HIGH,car,LOW,HIGH,YES,NEVER,MANY,NO,LOW,NO
0,0.227958773,0,HIGH,10+ years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.201554512,1,MEDIUM,2 - 5 years,RENT,HIGH,credit_card,LOW,LOW,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
0,0.79675931,0,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.533571759,0,LOW,< 2 years,RENT,LOW,moving,HIGH,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
1,0.063653443,1,MEDIUM,6 - 9 years,RENT,HIGH,credit_card,LOW,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.951602306,0,MEDIUM,10+ years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.658959627,0,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
1,0.353396529,1,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
1,0.517564418,1,HIGH,2 - 5 years,MORTGAGE,HIGH,home_improvement,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.254237292,0,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.485762033,1,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.973622939,0,LOW,< 2 years,RENT,LOW,credit_card,HIGH,AVERAGE,NO,MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
0,0.234676646,0,LOW,2 - 5 years,OWN,LOW,medical,HIGH,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
1,0.063702128,0,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
1,0.148990702,1,LOW,10+ years,MORTGAGE,HIGH,home_improvement,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
1,0.097949752,0,MEDIUM,2 - 5 years,MORTGAGE,HIGH,home_improvement,AVERAGE,HIGH,NO,NEVER,MANY,NO,LOW,NO
0,0.89501351,0,MEDIUM,6 - 9 years,RENT,MEDIUM,debt_consolidation,HIGH,LOW,NO,MORE THAN 2 YEARS AGO,MANY,NO,HIGH,NO
0,0.98879506,0,MEDIUM,2 - 5 years,RENT,LOW,small_business,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.307685258,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
0,0.919645444,0,MEDIUM,10+ years,MORTGAGE,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.44755814,0,HIGH,6 - 9 years,MORTGAGE,HIGH,home_improvement,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.166646179,0,LOW,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
1,0.816846666,1,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
1,0.012555532,1,LOW,< 2 years,RENT,MEDIUM,moving,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,YES,LOW,YES
0,0.368093628,0,LOW,< 2 years,OWN,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.774875202,0,HIGH,10+ years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.191915065,0,MEDIUM,2 - 5 years,RENT,LOW,credit_card,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
1,0.116509806,0,MEDIUM,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.537196689,0,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,LOW,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.601072614,0,MEDIUM,2 - 5 years,RENT,MEDIUM,other,HIGH,LOW,NO,NEVER,FEW,NO,HIGH,NO
0,0.622303716,0,HIGH,6 - 9 years,RENT,HIGH,debt_consolidation,AVERAGE,LOW,NO,NEVER,AVERAGE,NO,HIGH,NO
1,0.00609759,0,MEDIUM,< 2 years,MORTGAGE,LOW,home_improvement,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.713662381,0,HIGH,2 - 5 years,MORTGAGE,HIGH,major_purchase,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.662223882,0,LOW,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,LOW,NO
0,0.910708602,0,MEDIUM,10+ years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,HIGH,NO
0,0.751717723,0,LOW,10+ years,RENT,LOW,credit_card,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
1,0.02049547,1,MEDIUM,2 - 5 years,RENT,MEDIUM,other,LOW,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.974236192,0,HIGH,10+ years,MORTGAGE,MEDIUM,home_improvement,LOW,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
1,0.450487821,1,HIGH,6 - 9 years,RENT,HIGH,small_business,LOW,LOW,YES,NEVER,FEW,NO,HIGH,NO
1,0.231710806,1,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
0,0.969992577,0,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
0,0.20578503,0,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.870335862,0,LOW,10+ years,RENT,MEDIUM,other,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
1,0.832025626,1,MEDIUM,10+ years,RENT,LOW,debt_consolidation,HIGH,LOW,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.524751205,0,MEDIUM,2 - 5 years,OWN,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.839643177,0,MEDIUM,< 2 years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.634850141,0,HIGH,10+ years,RENT,HIGH,debt_consolidation,HIGH,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.832117087,0,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
0,0.466202027,0,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.143147435,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.973956637,0,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
1,0.884024552,1,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
1,0.550226014,1,HIGH,6 - 9 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.101369261,0,HIGH,6 - 9 years,RENT,HIGH,credit_card,LOW,LOW,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.972251316,0,HIGH,2 - 5 years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.582267185,0,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1,0.310913296,1,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.64497872,0,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.187312204,0,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,YES,MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
1,0.201184051,1,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,IN PAST 2 YEARS,FEW,NO,HIGH,NO
1,0.423514486,1,LOW,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.437812047,0,MEDIUM,< 2 years,RENT,LOW,wedding,HIGH,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
1,0.175462477,1,MEDIUM,< 2 years,RENT,LOW,moving,LOW,AVERAGE,YES,NEVER,FEW,NO,LOW,NO
1,0.366252619,1,LOW,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,LOW,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
